ATS_CODE	BORO	BORONUM	LOC_CODE	SCHOOLNAME	SCH_TYPE	MANAGED_BY	GEO_DISTRI	ADMIN_DIST	ADDRESS	STATE_CODE	ZIP	PRINCIPAL	PRIN_PH	FAX	GRADES	City
01M292 	M	1.0	M292	HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES	Secondary School	1.0	1	1.0	220 HENRY STREET	NY	10002	Erin Balet	212-406-9411	212-406-9417	06,07,08,09,10,11,12,SE	MANHATTAN
06M293 	M	1.0	M293	CITY COLLEGE ACADEMY OF THE ARTS	Secondary School	1.0	6	6.0	4600 BROADWAY	NY	10040	Bernadette Drysdale	212-567-3164	212-567-3958	06,07,08,09,10,11,SE	MANHATTAN
02M294 	M	1.0	M294	ESSEX STREET ACADEMY	High school	1.0	2	2.0	350 GRAND STREET	NY	10002	Erin Carstensen	212-475-4773	212-674-2058	09,10,11,12,SE	MANHATTAN
02M296 	M	1.0	M296	HIGH SCHOOL OF HOSPITALITY MANAGEMENT	High school	1.0	2	2.0	525 WEST  50TH STREET	NY	10019	MATTHEW CORALLO	212-586-1819	212-586-2713	09,10,11,12,SE	MANHATTAN
02M298 	M	1.0	M298	PACE HIGH SCHOOL	High school	1.0	2	2.0	100 HESTER STREET	NY	10002	YVETTE SY	212-334-4663	212-334-4919	09,10,11,12,SE	MANHATTAN
03M299 	M	1.0	M299	HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY	High school	1.0	3	3.0	122 AMSTERDAM AVENUE	NY	10023	STEPHEN NOONAN	212-799-4064	212-799-4171	09,10,11,12,SE	MANHATTAN
02M300 	M	1.0	M300	URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,	High school	1.0	2	2.0	525 WEST  50TH STREET	NY	10019	Matthew Willoughby	212-586-0981	212-586-1731	09,10,11,12,SE	MANHATTAN
01M301 	M	1.0	M301	TECHNOLOGY, ARTS, AND SCIENCES STUDIO	Junior High-Intermediate-Middle	1.0	1	1.0	185 1 AVENUE	NY	10003	GEORGE MORGAN	212-982-1836	212-982-0528	06,07,08,SE	MANHATTAN
05M302 	M	1.0	M302	KAPPA IV	Junior High-Intermediate-Middle	1.0	5	5.0	6 EDGECOMBE AVENUE	NY	10030	BRIONY CARR	212-690-4963	212-690-8056	06,07,08,SE	MANHATTAN
02M303 	M	1.0	M303	FACING HISTORY SCHOOL, THE	High school	1.0	2	2.0	525 WEST  50TH STREET	NY	10019	SMITH, GILLIAN	212-757-2680	212-757-2156	09,10,11,12,SE	MANHATTAN
05M304 	M	1.0	M304	MOTT HALL HIGH SCHOOL	High school	1.0	5	5.0	6 EDGECOMBE AVENUE	NY	10030	Altagracia Villalona	212-690-5501	212-690-5047	09,10,11,12,SE	MANHATTAN
02M305 	M	1.0	M305	URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE	High school	1.0	2	2.0	350 GRAND STREET	NY	10002	DAVID GLASNER	212-505-0745	212-674-8021	09,10,11,12,SE	MANHATTAN
03M307 	M	1.0	M307	URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES, THE	High school	1.0	3	3.0	122 AMSTERDAM AVENUE	NY	10023	CORDELIA VEVE	212-501-1110	212-580-0156	09,10,11,12,SE	MANHATTAN
02M308 	M	1.0	M308	LOWER MANHATTAN ARTS ACADEMY	High school	1.0	2	2.0	350 GRAND STREET	NY	10002	JOHN WENK	212-505-0143	212-674-8021	09,10,11,12,SE	MANHATTAN
06M311 	M	1.0	M311	AMISTAD DUAL LANGUAGE SCHOOL	K-8	1.0	6	6.0	4862 BROADWAY	NY	10034	MIRIAM PEDRAJA	212-544-8021	212-569-7765	0K,01,02,03,04,05,06,07,08,SE	MANHATTAN
02M312 	M	1.0	M312	NEW YORK CITY LAB MIDDLE SCHOOL FOR COLLABORATIVE	Junior High-Intermediate-Middle	1.0	2	2.0	333 WEST  17 STREET	NY	10011	MEGAN ADAMS	212-691-6119	212-691-6219	06,07,08,SE	MANHATTAN
02M313 	M	1.0	M313	JAMES BALDWIN SCHOOL, THE: A SCHOOL FOR EXPEDITION	High school	1.0	2	2.0	351 WEST  18 STREET	NY	10011	Elijah Hawkes	212-627-2812	212-627-9803	09,10,11,12,SE	MANHATTAN
06M314 	M	1.0	M314	MUSCOTA	Elementary	1.0	6	6.0	4862 BROADWAY	NY	10034	CAMILLE WALLIN	212-544-0614	212-544-2678	0K,01,02,03,04,05,SE	MANHATTAN
01M315 	M	1.0	M315	THE EAST VILLAGE COMMUNITY SCHOOL	Elementary	1.0	1	1.0	610 EAST  12 STREET	NY	10009	ROBIN WILLIAMS	212-982-0682	212-260-4012	PK,0K,01,02,03,04,05,SE	MANHATTAN
02M316 	M	1.0	M316	URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN,	High school	1.0	2	2.0	26 BROADWAY	NY	10004	PATRICIA MINAYA	212-668-0169	212-668-0635	09,10,11,12,SE	NEW YORK
05M318 	M	1.0	M318	THURGOOD MARSHALL ACADEMY LOWER SCHOOL	Elementary	1.0	5	5.0	276 WEST 151ST STREET	NY	10039	SEAN DAVENPORT	212-368-8731	212-368-8641	0K,01,02,03,04,05	MANHATTAN
06M319 	M	1.0	M319	M.S. 319 - MARIA TERESA	Junior High-Intermediate-Middle	1.0	6	6.0	21 JUMEL PLACE	NY	10032	YSIDRO ABREU	212-923-3827	212-923-3676	06,07,08,SE	MANHATTAN
84M320	M	1.0	M320	MANHATTAN CHARTER SCHOOL	Elementary	2.0	1	84.0	100 ATTORNEY STREET	NY	10002	Genie DePolo	212-533-2743	212-533-2820	0K,01,02,03,04,05	MANHATTAN
06M322 	M	1.0	M322	MIDDLE SCHOOL 322	Junior High-Intermediate-Middle	1.0	6	6.0	4600 BROADWAY	NY	10040	ERICA ZIGELMAN	212-304-0853	212-567-3016	06,07,08,SE	MANHATTAN
06M324 	M	1.0	M324	M.S. 324 - PATRIA	Junior High-Intermediate-Middle	1.0	6	6.0	21 JUMEL PLACE	NY	10032	JANET HELLER	212-923-4057	212-923-4626	06,07,08,SE	MANHATTAN
06M325 	M	1.0	M325	P.S. 325	Elementary	1.0	6	6.0	500 WEST 138 STREET	NY	10031	Gary H. Cruz	212-234-1335	212-234-2022	0K,01,02,03,04,05,SE	MANHATTAN
06M326 	M	1.0	M326	M.S. 326 - WRITERS TODAY & LEADERS TOMORROW	Junior High-Intermediate-Middle	1.0	6	6.0	401 WEST 164 STREET	NY	10032	SHARON WEISSBROT	917-521-1875	917-521-1750	06,07,08,SE	MANHATTAN
06M328 	M	1.0	M328	M.S. 328 - MANHATTAN MIDDLE SCHOOL FOR SCIENTIFIC	Junior High-Intermediate-Middle	1.0	6	6.0	401 WEST 164 STREET	NY	10032	JORGE ESTRELLA	917-521-2508	917-521-7797	06,07,08,SE	MANHATTAN
84M329	M	1.0	M329	HARLEM LINK CHARTER SCHOOL	Elementary	2.0	3	84.0	20 WEST 112 STREET	NY	10026	Steven Evangelista/Margare*	212-289-3249	212-289-3686	0K,01,02,03,04,05,SE	MANHATTAN
84M330	M	1.0	M330	GIRLS PREPARATORY CHARTER SCHOOL OF NEW YORK	Elementary	2.0	1	84.0	442 EAST HOUSTON STREET	NY	10002	Anne Lackritz/Ian Rowe	212-388-0241	212-388-1086	0K,01,02,03,04,05,06,SE	MANHATTAN
01M332 	M	1.0	M332	UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL	Junior High-Intermediate-Middle	1.0	1	1.0	220 HENRY STREET	NY	10002	Laura Peynado	212-267-5701	212-349-8224	06,07,08,SE	MANHATTAN
03M333 	M	1.0	M333	P.S. 333 MANHATTAN SCHOOL FOR CHILDREN	K-8	1.0	3	3.0	154 WEST  93 STREET	NY	10025	SUSAN RAPPAPORT	212-222-1450	212-222-1828	0K,01,02,03,04,05,06,07,08,SE	MANHATTAN
03M334 	M	1.0	M334	THE ANDERSON SCHOOL	K-8	1.0	3	3.0	100 WEST  77 STREET	NY	10024	JODI HYDE	212-595-7193	212-496-2854	0K,01,02,03,04,05,06,07,08	MANHATTAN
84M335	M	1.0	M335	LEADERSHIP VILLAGE ACADEMY CHARTER SCHOOL	Secondary School	2.0	4	84.0	2351 1ST AVENUE	NY	10035	Sam Fragomeni	646-812-9400	212-996-1626	05,06,07,08,09,10	MANHATTAN
84M336	M	1.0	M336	KIPP INFINITY CHARTER SCHOOL	K-12 all grades	2.0	5	84.0	625 WEST 133 STREET	NY	10027	Joseph Negron	212-991-2600	212-234-8396	0K,05,06,07,08,09,10,SE	MANHATTAN
84M337	M	1.0	M337	NEW YORK CITY CENTER FOR AUTISM CHARTER SCHOOL	Ungraded	2.0	4	84.0	433 EAST 100 STREET	NY	10029	Julie Fisher	212-860-2580	212-860-2960	0K,02,03,04,05,06,07,09,SE	MANHATTAN
84M341	M	1.0	M341	HARLEM CHILDREN'S ZONE/PROMISE ACADEMY II	Elementary	2.0	5	84.0	2005 MADISON AVENUE	NY	10035	Kathleen Fernald/Sheryl Ra*	917-492-1481	917-492-1576	0K,01,02,03,04,05,06	MANHATTAN
01M345 	M	1.0	M345	COLLABORATIVE ACADEMY OF SCIENCE, TECHNOLOGY, & LA	Junior High-Intermediate-Middle	1.0	1	1.0	220 HENRY STREET	NY	10002	JUDITH DE LOS SANTOS	212-227-0762	212-577-9785	06,07,08,SE	MANHATTAN
02M347 	M	1.0	M347	THE 47 AMERICAN SIGN LANGUAGE & ENGLISH LOWER SCHO	K-8	1.0	2	2.0	223 EAST 23 STREET	NY	10010	David Bowell	917-326-6609	NULL	PK,0K,01,02,03,04,05,06,07,08,SE	MANHATTAN
06M348 	M	1.0	M348	WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL	Secondary School	1.0	6	6.0	511 WEST 182ND STREET	NY	10033	BRETT KIMMEL	212-781-0524	212-781-0742	06,07,08,09,10,11,SE	MANHATTAN
84M351	M	1.0	M351	HARLEM SUCCESS ACADEMY 1 CHARTER SCHOOL	Secondary School	2.0	3	84.0	34 WEST 118 STREET	NY	10026	Jackie Albers	646-277-7170	212-457-5659	0K,01,02,03,04,05,SE	MANHATTAN
84M353	M	1.0	M353	NEW HEIGHTS ACADEMY CHARTER SCHOOL	Secondary School	2.0	6	84.0	1818 AMSTERDAM AVENUE	NY	10031	Lisa Hackett/Kaye Houlihan	212-283-5400	212-283-9999	05,06,07,08,09,10,11,12	MANHATTAN
01M361 	M	1.0	M361	THE CHILDREN'S WORKSHOP SCHOOL	Elementary	1.0	1	1.0	610 EAST  12 STREET	NY	10009	MARIA VELEZ CLARKE	212-614-9531	212-614-9462	PK,0K,01,02,03,04,05,SE	MANHATTAN
05M362 	M	1.0	M362	COLUMBIA SECONDARY SCHOOL	Junior High-Intermediate-Middle	1.0	5	5.0	425 WEST 123 STREET	NY	10027	Gary Biester	212-666-1278	212-666-3805	06,07,08,09,SE	MANHATTAN
01M363 	M	1.0	M363	NEIGHBORHOOD SCHOOL	Elementary	1.0	1	1.0	121 EAST  3 STREET	NY	10009	MILO NOVELO	212-387-0195	212-387-0198	PK,0K,01,02,03,04,05,SE	MANHATTAN
01M364 	M	1.0	M364	EARTH SCHOOL	Elementary	1.0	1	1.0	600 EAST  6 STREET	NY	10009	ALISON GAIL HAZUT	212-477-1735	212-477-2396	PK,0K,01,02,03,04,05,SE	MANHATTAN
05M367 	M	1.0	M367	ACADEMY FOR SOCIAL ACTION: A COLLEGE BOARD SCHOOL	Secondary School	1.0	5	5.0	509 WEST 129 STREET	NY	10027	Rhokeisha Ford	212-234-3102	212-234-8597	06,07,08,09,10,11,12,SE	MANHATTAN
05M369 	M	1.0	M369	URBAN ASSEMBLY SCHOOL FOR THE PERFORMING ARTS	High school	1.0	5	5.0	509 WEST 129 STREET	NY	10027	FIA DAVIS	212-234-4631	212-234-4975	09,10,11,12,SE	MANHATTAN
04M372 	M	1.0	M372	ESPERANZA PREPATORY ACADEMY	Junior High-Intermediate-Middle	1.0	4	4.0	240 EAST 109 STREET	NY	10029	Alex Estrella	212-722-6507	212-722-6717	06,07,08,SE	MANHATTAN
02M374 	M	1.0	M374	GRAMERCY ARTS HIGH SCHOOL	High school	1.0	2	2.0	40 IRVING PLACE	NY	10003	DENISE DICARLO	212-253-7076	212-253-8095	09,10,11,12,SE	NEW YORK
04M375 	M	1.0	M375	MOSAIC PREPARATORY ACADEMY	Elementary	1.0	4	4.0	141 EAST 111 STREET	NY	10029	LISETTE CAESAR	212-722-3109	212-722-3167	PK,0K,01,02,03,04,05,SE	MANHATTAN
02M376 	M	1.0	M376	NYCISCHOOL	High school	1.0	2	2.0	131 AVENUE OF THE AMERICAS	NY	10013	Alisa Berger	917-237-7300	212-219-0743	09,10,11,SE	MANHATTAN
04M377 	M	1.0	M377	RENAISSANCE SCHOOL OF THE ARTS	Junior High-Intermediate-Middle	1.0	4	4.0	410 EAST 100 STREET	NY	10029	TAMMY PATE	212-369-1564	212-369-1693	06,07,08,SE	MANHATTAN
01M378 	M	1.0	M378	SCHOOL FOR GLOBAL LEADERS	Junior High-Intermediate-Middle	1.0	1	1.0	145 STANTON STREET	NY	10002	CARRY CHAN	212-260-5375	212-260-7386	06,07,08,SE	MANHATTAN
04M381 	M	1.0	M381	GLOBAL NEIGHBORHOOD SECONDARY SCHOOL	Junior High-Intermediate-Middle	1.0	4	4.0	240 EAST 109 STREET	NY	10029	LUIS GENAO	212-289-4204	212-289-4301	06,07,08,SE	MANHATTAN
84M382	M	1.0	M382	DREAM CHARTER SCHOOL	Early Childhood	2.0	4	84.0	232 EAST 103 STREET	NY	10029	Eve Colavito	212-722-0232	212-348-5979	0K,01,02,03,SE	MANHATTAN
84M385	M	1.0	M385	HARLEM SUCCESS ACADEMY 3 CHARTER SCHOOL	Early Childhood	2.0	4	84.0	141 EAST 111 STREET	NY	10029	Emily Rodriguez	646-747-6700	646-478-9492	0K,01,02,03,SE	MANHATTAN
84M388	M	1.0	M388	ST. HOPE LEADERSHIP ACADEMY CHARTER SCHOOL	Junior High-Intermediate-Middle	2.0	5	84.0	222 WEST 134 STREET	NY	10030	Ventura Rodriguez	212-283-1204	212-283-1207	05,06,07,08,SE	MANHATTAN
02M400 	M	1.0	M400	HIGH SCHOOL FOR ENVIRONMENTAL STUDIES	High school	1.0	2	2.0	448 WEST 56 STREET	NY	10019	Shirley H. Matthews	212-262-8113	212-262-0702	09,10,11,12,SE	NEW YORK
75M401 	X	2.0	M401	HOSPITAL SCHOOLS	K-12 all grades	1.0	8	75.0	3450 EAST TREMONT AVENUE	NY	10465	MARY MAHER	718-794-7260	718-794-7263	0K,01,02,03,04,05,06,07,08,09,10,11,12,SE	BRONX
02M407 	M	1.0	M407	INSTITUTE FOR COLLABORATIVE EDUCATION	Secondary School	1.0	2	2.0	345 EAST  15TH STREET	NY	10003	JOHN PETTINATO	212-475-7972	212-475-0459	06,07,08,09,10,11,12	MANHATTAN
02M408 	M	1.0	M408	PROFESSIONAL PERFORMING ARTS HIGH SCHOOL	Secondary School	1.0	2	2.0	328 WEST  48 STREET	NY	10036	KEITH RYAN	212-247-8652	212-247-7514	06,07,08,09,10,11,12	MANHATTAN
02M412 	M	1.0	M412	N.Y.C. LAB SCHOOL FOR COLLABORATIVE STUDIES	High school	1.0	2	2.0	333 WEST  17 STREET	NY	10011	BROOKE JACKSON	212-691-6119	212-691-2147	09,10,11,12,SE	MANHATTAN
02M413 	M	1.0	M413	SCHOOL OF THE FUTURE HIGH SCHOOL	Secondary School	1.0	2	2.0	127 EAST  22 STREET	NY	10010	STACY PAIGE GOLDSTEIN	212-475-8086	212-475-9273	06,07,08,09,10,11,12,SE	MANHATTAN
02M414 	M	1.0	M414	N.Y.C. MUSEUM SCHOOL	High school	1.0	2	2.0	333 WEST  17 STREET	NY	10011	DARLENE MILLER	212-675-6206	212-675-6524	09,10,11,12,SE	MANHATTAN
03M415 	M	1.0	M415	WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VIS	Secondary School	1.0	3	3.0	215 WEST 114 STREET	NY	10026	HERMA HALL	212-749-5800	212-749-6463	06,07,08,09,10,11,12,SE	MANHATTAN
02M416 	M	1.0	M416	ELEANOR ROOSEVELT HIGH SCHOOL	High school	1.0	2	2.0	411 EAST 76 STREET	NY	10021	DIMITRI SALIANI	212-772-1220	212-772-1440	09,10,11,12	MANHATTAN
02M418 	M	1.0	M418	MILLENNIUM HIGH SCHOOL	High school	1.0	2	2.0	75 BROAD STREET	NY	10004	ROBERT RHODES	212-825-9008	212-825-9095	09,10,11,12,SE	MANHATTAN
02M419 	M	1.0	M419	LANDMARK HIGH SCHOOL	High school	1.0	2	2.0	351 WEST  18 STREET	NY	10011	TREVOR NAIDOO	212-647-7410	212-647-7416	09,10,11,12,SE	MANHATTAN
02M420 	M	1.0	M420	HIGH SCHOOL FOR HEALTH PROFESSIONS AND HUMAN SERVI	High school	1.0	2	2.0	345 EAST  15TH STREET	NY	10003	ROBERT GENTILE	212-780-9175	212-979-7261	09,10,11,12,SE	MANHATTAN
02M425 	M	1.0	M425	LEADERSHIP AND PUBLIC SERVICE HIGH SCHOOL	High school	1.0	2	2.0	90 TRINITY PLACE	NY	10006	LAWRENCE PENDERGAST	212-346-0007	212-346-0612	09,10,11,12,SE	MANHATTAN
02M429 	M	1.0	M429	LEGACY SCHOOL FOR INTEGRATED STUDIES	High school	1.0	2	2.0	34 WEST  14 STREET	NY	10011	JOAN MOSELY	212-645-1980	212-645-2596	09,10,11,12,SE	MANHATTAN
04M435 	M	1.0	M435	MANHATTAN CENTER FOR SCIENCE AND MATHEMATICS	High school	1.0	4	4.0	260 PLEASANT AVENUE	NY	10029	JOSE DAVID JIMENEZ	212-876-4639	212-996-5946	09,10,11,12,SE	MANHATTAN
02M439 	M	1.0	M439	MANHATTAN VILLAGE ACADEMY	High school	1.0	2	2.0	43 WEST  22 STREET	NY	10010	HECTOR GEAGER	212-242-8752	212-242-7630	09,10,11,12,SE	MANHATTAN
02M440 	M	1.0	M440	BAYARD RUSTIN EDUCATIONAL COMPLEX	High school	1.0	2	2.0	351 WEST  18 STREET	NY	10011	Lisa Ostrom	212-675-5350	212-255-5701	09,10,11,12,SE	MANHATTAN
02M442 	M	1.0	M442	BALLET TECH, NYC PUBLIC SCHOOL FOR DANCE	K-12 all grades	1.0	2	2.0	890 BROADWAY	NY	10003	ROY ONEILL	212-254-1803	212-477-5048	04,05,06,07,08	MANHATTAN
01M448 	M	1.0	M448	UNIVERSITY NEIGHBORHOOD HIGH SCHOOL	High school	1.0	1	1.0	200 MONROE STREET	NY	10002	Elizabeth Collins	212-962-4341	212-267-5611	09,10,11,12,SE	MANHATTAN
02M449 	M	1.0	M449	VANGUARD HIGH SCHOOL	High school	1.0	2	2.0	317 EAST  67 STREET	NY	10065	LOUIS DELGADO	212-517-5175	212-517-5334	09,10,11,12,SE	MANHATTAN
01M450 	M	1.0	M450	EAST SIDE COMMUNITY HIGH SCHOOL	Secondary School	1.0	1	1.0	420 EAST 12 STREET	NY	10009	MARK FEDERMAN	212-460-8467	212-260-9657	06,07,08,09,10,11,12,SE	MANHATTAN
02M459 	M	1.0	M459	MANHATTAN INTERNATIONAL HIGH SCHOOL	High school	1.0	2	2.0	317 EAST  67 STREET	NY	10065	ALAN KRULL	212-517-6728	212-517-7147	09,10,11,12	MANHATTAN
02M460 	M	1.0	M460	WASHINGTON IRVING HIGH SCHOOL	High school	1.0	2	2.0	40 IRVING PLACE	NY	10003	BERNARDO ASCONA	212-674-5000	212-673-9569	09,10,11,12,SE	NEW YORK
06M462 	M	1.0	M462	HIGH SCHOOL FOR INTERNATIONAL BUSINESS AND FINANCE	High school	1.0	6	6.0	549 AUDUBON AVENUE	NY	10040	Peter Sloman	212-927-1841	212-927-2388	09,10,11,12,SE	MANHATTAN
06M463 	M	1.0	M463	HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS	High school	1.0	6	6.0	549 AUDUBON AVENUE	NY	10040	Ronni Michelen	212-927-1841	212-927-2326	09,10,11,12,SE	MANHATTAN
06M467 	M	1.0	M467	HIGH SCHOOL FOR LAW AND PUBLIC SERVICE	High school	1.0	6	6.0	549 AUDUBON AVENUE	NY	10040	NICHOLAS POLITIS	212-927-2380	212-781-9516	09,10,11,12,SE	MANHATTAN
06M468 	M	1.0	M468	HIGH SCHOOL FOR HEALTH CAREERS AND SCIENCES	High school	1.0	6	6.0	549 AUDUBON AVENUE	NY	10040	HARRIS MARMOR	212-927-1841	212-927-2179	09,10,11,12,SE	MANHATTAN
05M469 	M	1.0	M469	CHOIR ACADEMY OF HARLEM	Secondary School	1.0	5	5.0	2005 MADISON AVENUE	NY	10035	Dr. A. Ellen Parris	212-289-6227	212-289-4195	06,07,08,09,10,11,12,SE	MANHATTAN
03M470 	M	1.0	M470	LOUIS D. BRANDEIS HIGH SCHOOL	High school	1.0	3	3.0	145 WEST  84 STREET	NY	10024	Arleen Liquori	917-441-5600	212-877-1959	09,10,11,12,SE	MANHATTAN
02M475 	M	1.0	M475	STUYVESANT HIGH SCHOOL	High school	1.0	2	2.0	345 CHAMBERS STREET	NY	10282	STANLEY TEITEL	212-312-4800	212-587-3874	09,10,11,12	MANHATTAN
03M479 	M	1.0	M479	BEACON HIGH SCHOOL	High school	1.0	3	3.0	227-243 WEST 61ST STREET	NY	10023	RUTH LACEY	212-245-2807	212-245-2179	09,10,11,12,SE	MANHATTAN
03M485 	M	1.0	M485	FIORELLO H. LAGUARDIA HIGH SCHOOL OF MUSIC & ART A	High school	1.0	3	3.0	100 AMSTERDAM AVENUE	NY	10023	Kim Bruno	212-496-0700	212-724-5748	09,10,11,12	MANHATTAN
02M489 	M	1.0	M489	HIGH SCHOOL OF ECONOMICS AND FINANCE	High school	1.0	2	2.0	100 TRINITY PLACE	NY	10006	MICHAEL  STANZIONE	212-346-0708	212-346-0712	09,10,11,12,SE	MANHATTAN
03M492 	M	1.0	M492	HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTIC	High school	1.0	3	3.0	122 AMSTERDAM AVENUE	NY	10023	MIRIAM NIGHTENGALE	212-501-1201	212-501-1195	09,10,11,12,SE	MANHATTAN
03M494 	M	1.0	M494	HIGH SCHOOL OF ARTS AND TECHNOLOGY	High school	1.0	3	3.0	122 AMSTERDAM AVENUE	NY	10023	Anne Geiger	212-501-1198	917-441-3693	09,10,11,12,SE	MANHATTAN
04M495 	M	1.0	M495	PARK EAST HIGH SCHOOL	High school	1.0	4	4.0	230-34 EAST 105 STREET	NY	10029	KEVIN MCCARTHY	212-831-1517	212-348-6097	09,10,11,12,SE	MANHATTAN
04M497 	M	1.0	M497	CENTRAL PARK EAST I	Elementary	1.0	4	4.0	1573 MADISON AVENUE	NY	10029	Julie Zuckerman	212-860-5821	212-860-6017	PK,0K,01,02,03,04,05,SE	MANHATTAN
05M499 	M	1.0	M499	FREDERICK DOUGLASS ACADEMY	Secondary School	1.0	5	5.0	2581 7TH AVENUE	NY	10039	GREGORY HODGE	212-491-4107	212-491-4414	06,07,08,09,10,11,12,SE	MANHATTAN
02M500 	M	1.0	M500	UNITY CENTER FOR URBAN TECHNOLOGIES	High school	1.0	2	2.0	111 EAST  33 STREET	NY	10016	FAUSTO DE LA ROSA	212-343-8038	212-343-8044	09,10,11,12,SE	MANHATTAN
75M501 	M	1.0	M501	HOME INSTRUCTION	K-12 all grades	1.0	2	75.0	250 WEST HOUSTON STREET	NY	10014	SANDRA LEDESMA	646-486-3557	646-486-3556	0K,01,02,03,04,05,06,07,08,09,10,11,12,SE	MANHATTAN
03M505 	M	1.0	M505	EDWARD A. REYNOLDS WEST SIDE HIGH SCHOOL	High school	1.0	3	3.0	140 WEST 102 STREET	NY	10025	JEAN MCTAVISH	212-678-7300	212-678-7380	09,10,11,12,SE	MANHATTAN
01M509 	M	1.0	M509	MARTA VALLE SECONDARY SCHOOL	High school	1.0	1	1.0	145 STANTON STREET	NY	10002	Mimi Fortunato	212-473-8152	212-475-7588	09,10,11,12,SE	MANHATTAN
01M515 	M	1.0	M515	LOWER EAST SIDE PREPARATORY HIGH SCHOOL	High school	1.0	1	1.0	145 STANTON STREET	NY	10002	MARTHA POLIN	212-505-6366	212-260-0813	10,11,12	MANHATTAN
02M519 	M	1.0	M519	TALENT UNLIMITED HIGH SCHOOL	High school	1.0	2	2.0	317 EAST  67 STREET	NY	10065	LINDA HAMIL	212-737-1530	212-737-2863	09,10,11,12	MANHATTAN
02M520 	M	1.0	M520	MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS	High school	1.0	2	2.0	411 PEARL STREET	NY	10038	ANDREA LEWIS	212-964-9610	212-732-6622	09,10,11,12,SE	MANHATTAN
06M528 	M	1.0	M528	I.S. 528 BEA FULLER RODGERS SCHOOL	Junior High-Intermediate-Middle	1.0	6	6.0	180 WADSWORTH AVENUE	NY	10033	Kristy Dela Cruz	212-740-4900	212-781-7302	06,07,08,SE	MANHATTAN
02M529 	M	1.0	M529	JACQUELINE KENNEDY ONASSIS HIGH SCHOOL	High school	1.0	2	2.0	120 WEST  46 STREET	NY	10036	EDWARD DEMEO	212-391-0041	212-391-1293	09,10,11,12,SE	MANHATTAN
02M531 	M	1.0	M531	REPERTORY COMPANY HIGH SCHOOL FOR THEATRE ARTS	High school	1.0	2	2.0	123 WEST  43 STREET	NY	10036	Michael Mehmet Jr.	212-382-1875	212-382-2306	09,10,11,12	MANHATTAN
01M539 	M	1.0	M539	NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH	K-12 all grades	1.0	1	1.0	111 COLUMBIA STREET	NY	10002	Dr. Olga Livanis	212-677-5190	212-260-8124	0K,01,02,03,04,05,06,07,08,09,10,11,12	MANHATTAN
06M540 	M	1.0	M540	A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL	High school	1.0	6	6.0	443 WEST 135 STREET	NY	10031	HENRY RUBIO	212-926-0113	212-281-2726	09,10,11,12,SE	MANHATTAN
03M541 	M	1.0	M541	MANHATTAN / HUNTER SCIENCE HIGH SCHOOL	High school	1.0	3	3.0	122 AMSTERDAM AVENUE	NY	10023	SUSAN KREISMAN	212-501-1235	212-501-1171	09,10,11,12	MANHATTAN
02M542 	M	1.0	M542	MANHATTAN BRIDGES HIGH SCHOOL	High school	1.0	2	2.0	525 WEST  50TH STREET	NY	10019	MIRZA SANCHEZ MEDINA	212-757-5274	212-757-5411	09,10,11,12,SE	MANHATTAN
02M543 	M	1.0	M543	NEW DESIGN HIGH SCHOOL	High school	1.0	2	2.0	350 GRAND STREET	NY	10002	SCOTT CONTI	212-475-4148	212-674-2128	09,10,11,12,SE	MANHATTAN
02M544 	M	1.0	M544	INDEPENDENCE HIGH SCHOOL	High school	1.0	2	2.0	850 10TH AVENUE	NY	10019	RON SMOLKIN	212-262-8067	212-262-8110	10,11,12	MANHATTAN
02M545 	M	1.0	M545	HIGH SCHOOL FOR DUAL LANGUAGE AND ASIAN STUDIES	High school	1.0	2	2.0	350 GRAND STREET	NY	10002	LI YAN	212-475-4097	212-674-1392	09,10,11,12	MANHATTAN
02M550 	M	1.0	M550	LIBERTY HIGH SCHOOL ACADEMY FOR NEWCOMERS	High school	1.0	2	2.0	250 WEST  18 STREET	NY	10011	MELODEE KHRISTAN	212-691-0934	212-727-1369	09,10,11,12	MANHATTAN
06M552 	M	1.0	M552	GREGORIO LUPERON HIGH SCHOOL FOR SCIENCE AND MATHE	High school	1.0	6	6.0	501 WEST 165TH	NY	10032	JUAN VILLAR	212-928-1202	212-928-1309	09,10,11,12	MANHATTAN
04M555 	M	1.0	M555	CENTRAL PARK EAST HIGH SCHOOL	High school	1.0	4	4.0	1573 MADISON AVENUE	NY	10029	BENNETT LIEBERMAN	212-860-5929	212-860-2938	09,10,11,12,SE	MANHATTAN
